"","StationID","species","min.year","max.year","b.linear","SE.b.linear","pval.lin","AIC.linear","nobs.linear","r2.lin","best_linear","b.poly","SE.b.poly","pval.b.poly","c.poly","SE.c.poly","pval.c.poly","AIC.poly","nobs.poly","r2.poly","best_poly","vote","UCI","MOSout","UDI","organism.group","measure","transformation","Phylum","Class","Order","Family","Genus","origin","enter","DOI","lat","long"
"11","Langeoog","Merlangius merlangus",1993,2007,-0.036940857942706,0.09361342701533,0.699528001261689,59.8860437460224,15,-0.0641760821383781,"lm",-0.618138783730731,1.62624202283957,0.710511418776558,0.403840227944945,1.62624202283957,0.808079949471828,61.8091580939475,15,-0.146963327953157,"lm","no","Langeoog Merlangius merlangus",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Gadiformes","Gadidae","Merlangius",NA,"Anika Happe",NA,NA,NA
"12","Langeoog","Microstomus kitt",1993,2007,-0.406374024840579,0.0735591960873598,9.79964139127644e-05,52.6535431499295,15,0.678305396575271,"lm",-6.79993804811759,1.28045604780319,0.000185124243524869,-0.145138256015459,1.28045604780319,0.911628207600442,54.6374917811021,15,0.651870242957206,"lm","negative linear","Langeoog Microstomus kitt",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Microstomus",NA,"Anika Happe",NA,NA,NA
"13","Langeoog","Myoxocephalus scorpius",1993,2007,0.0467502869143642,0.0403360013415395,0.267294710399912,34.6281611307451,15,0.023936595508845,"lm",0.782281925804962,0.697105388433206,0.283735735885576,-0.301302944536826,0.697105388433206,0.673246395630413,36.3964424243908,15,-0.0411928872926495,"lm","no","Langeoog Myoxocephalus scorpius",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Perciformes","Cottidae","Myoxocephalus",NA,"Anika Happe",NA,NA,NA
"14","Langeoog","Osmerus eperlanus",1993,2007,0.027866058446527,0.0352558290573504,0.443476870853122,30.5897553870956,15,-0.0275436385167127,"lm",0.466288343985433,0.490863455201425,0.360885653439146,1.27791247609119,0.490863455201425,0.0230809150877601,25.873324171145,15,0.288619788638819,"lm","positive accelerating","Langeoog Osmerus eperlanus",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Osmeriformes","Osmeridae","Osmerus",NA,"Anika Happe",NA,NA,NA
"15","Langeoog","Pholis gunnellus",1993,2007,-0.0563512603537216,0.0755157720788083,0.468815676301309,53.4410751039287,15,-0.0326888863406678,"lm",-0.942936939655441,1.26297056631504,0.469678999958087,1.27139453134733,1.26297056631504,0.33396145103823,54.2249988819209,15,-0.0316267542758644,"lm","no","Langeoog Pholis gunnellus",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Perciformes","Pholidae","Pholis",NA,"Anika Happe",NA,NA,NA
"16","Langeoog","Platichthys flesus",1993,2007,0.0294143586649638,0.0420986324532669,0.497048953753647,35.9112867255675,15,-0.0379455733898442,"lm",0.492196362022235,0.728669747925719,0.512182269629319,0.282202146765155,0.728669747925719,0.705327102569703,37.7249626175358,15,-0.110560063432343,"lm","no","Langeoog Platichthys flesus",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Platichthys",NA,"Anika Happe",NA,NA,NA
"17","Langeoog","Pleuronectes platessa",1993,2007,-0.195304835673509,0.0435070678489792,0.000609399442861171,36.8985311451005,15,0.577695732801927,"lm",-3.26807497993666,0.739142846911955,0.000833485627084336,0.57796422947774,0.739142846911955,0.449404741045944,38.1530803524355,15,0.564684065049727,"lm","negative linear","Langeoog Pleuronectes platessa",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronectes",NA,"Anika Happe",NA,NA,NA
"18","Langeoog","Pomatoschistus microps",1993,2007,0.256853922122639,0.0795105534659675,0.00657105525559864,54.9875218450941,15,0.402621562519479,"lm",4.2979881859702,1.22074804730682,0.00421735290581578,-2.26475358247426,1.22074804730682,0.0882853981652524,53.2049174576328,15,0.497085642072494,"lm","positive to negative","Langeoog Pomatoschistus microps",TRUE,"AH005","fish","biomass","log1p","Chordata","Teleostei","Gobiiformes","Gobiidae","Pomatoschistus",NA,"Anika Happe",NA,NA,NA
"19","Langeoog","Pomatoschistus minutus",1993,2007,-0.10765464381966,0.0697452209047217,0.146685646590802,51.0562960453753,15,0.0898760649745705,"lm",-1.80140674309348,1.20971661484497,0.162262029102585,0.38135206221125,1.20971661484497,0.757993422111541,52.9325866135713,15,0.0221305300749097,"lm","no","Langeoog Pomatoschistus minutus",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Gobiiformes","Gobiidae","Pomatoschistus",NA,"Anika Happe",NA,NA,NA
"20","Langeoog","Scophthalmus maximus",1993,2007,-0.0400706858596579,0.161714729613678,0.808170515158122,76.2858446595535,15,-0.0718607590326763,"lm",-0.67051082189157,2.47613857022833,0.7911548648213,4.64939491867314,2.47613857022833,0.0849367513743782,74.4220122848807,15,0.102506994580383,"lm","negative to positive","Langeoog Psetta maxima",TRUE,"AH005","fish","biomass","log1p","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus",NA,"Anika Happe",NA,NA,NA
"21","Langeoog","Scophthalmus rhombus",1993,2007,-0.0609773002193438,0.117370386836274,0.612123773340551,66.6708680389061,15,-0.0550184424101248,"lm",-1.02034539238984,1.88591737305317,0.59838444003432,2.73198242937013,1.88591737305317,0.173065381234246,66.2534339035044,15,0.0271849725724426,"lm","no","Langeoog Scophthalmus rhombus",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus",NA,"Anika Happe",NA,NA,NA
"22","Langeoog","Solea solea",1993,2007,NA,NA,NA,NA,NA,NA,"No best model",-0.457113809936988,0.941862908969934,0.627442666505875,1.42322770171496,0.941910946184205,0.130788379994934,257.675473674292,15,NA,"negative binomial","no","Langeoog Solea solea",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Pleuronectiformes","Soleidae","Solea",NA,"Anika Happe",NA,NA,NA
"23","Langeoog","Sprattus sprattus",1993,2007,NA,NA,NA,NA,NA,NA,"No best model",-1.58496884475037,1.03678805149863,0.152253536534958,0.660527688847751,1.03678805149863,0.536031459674399,48.3048283908111,15,0.0503902998976274,"lm","no","Langeoog Sprattus sprattus",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Clupeiformes","Clupeidae","Sprattus",NA,"Anika Happe",NA,NA,NA
"24","Langeoog","Syngnathus rostellatus",1993,2007,NA,NA,NA,NA,NA,NA,"No best model",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No best model","no","Langeoog Syngnathus rostellatus",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Anika Happe",NA,NA,NA
"25","Langeoog","Trisopterus luscus",1993,2007,-0.180144142650956,0.134906727083294,0.204681864240036,70.8483378942746,15,0.0529719618379213,"lm",-3.01438806340622,2.22390332996757,0.200237664562156,-2.62648258939176,2.22390332996757,0.260472147912955,71.1989199874999,15,0.0808859527138376,"lm","no","Langeoog Trisopterus luscus",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus",NA,"Anika Happe",NA,NA,NA
"26","Langeoog","Zoarces viviparus",1993,2007,-0.0565519283124978,0.0448185287972026,0.229191590613395,37.7894783137978,15,0.0405789923432838,"lm",-0.946294756849754,0.778332009643525,0.24743864753943,-0.205088514738502,0.778332009643525,0.796637325658772,39.7029397798023,15,-0.0333936360428546,"lm","no","Langeoog Zoarces viviparus",NA,"AH005","fish","biomass","log1p","Chordata","Teleostei","Perciformes","Zoarcidae","Zoarces",NA,"Anika Happe",NA,NA,NA
