"","StationID","species","min.year","max.year","b.linear","SE.b.linear","pval.lin","AIC.linear","nobs.linear","r2.lin","best_linear","b.poly","SE.b.poly","pval.b.poly","c.poly","SE.c.poly","pval.c.poly","AIC.poly","nobs.poly","r2.poly","best_poly","vote","UCI","MOSout","UDI","organism.group","measure","transformation","Phylum","Class","Order","Family","Genus"
"11","207","Linyphiidae_species",2017,2023,0.167218972397293,0.0389635232875318,0.00777664698363825,1.40345418800654,7,0.743792486425235,"lm",0.884839630910026,0.227955359004379,0.0178165291682586,0.0684636968171918,0.227955359004379,0.778881534331092,3.24735246678185,7,0.686803427225292,"lm","positive linear","207 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"12","207","Porcellio_scaber",2017,2023,0.160707488226103,0.0940725884157883,0.148274995995347,13.7436252943363,7,0.242271951922825,"lm",0.850384095344102,0.535955999141351,0.187775914581125,-0.299926545528557,0.535955999141351,0.60559818924372,15.2159839752247,7,0.121609930343261,"lm","no","207 Porcellio_scaber",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio"
"13","220","Linyphiidae_species",2017,2023,0.0778695609638621,0.0454871611661837,0.147594748703739,3.57071306953205,7,0.243437612507472,"lm",0.412046986024351,0.263105830966155,0.192387852237326,0.113016561532248,0.263105830966155,0.689651338101658,5.25504394843687,7,0.0959967450356892,"lm","no","220 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"14","220","Myrmica_rubra",2017,2023,0.532636833466373,0.0914473326681582,0.00210753223080306,13.3473763762706,7,0.845857557469084,"lm",2.81844920092986,0.534003936402346,0.00617869937247946,-0.173566226334663,0.534003936402346,0.761449474220899,15.1648999901895,7,0.812279787567933,"lm","positive linear","220 Myrmica_rubra",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica"
"15","220","Orchestia_gammarellus",2017,2023,0.0992769427105446,0.182597166467074,0.610006845795409,23.0286457786903,7,-0.133015463912611,"lm",0.525324202669701,1.07958348097354,0.652001112138129,0.0764170052331048,1.07958348097354,0.94696750254803,25.0198831630755,7,-0.414497549974752,"lm","no","220 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"16","220","Pardosa_purbeckensis",2017,2023,0.12438719181081,0.0723076734950135,0.146015204682356,10.0597150807731,7,0.246160704813807,"lm",0.658195151626184,0.354419475862801,0.136858006588621,-0.479085891039511,0.354419475862801,0.247838604069519,9.42599144718733,7,0.353174516111459,"lm","no","220 Pardosa_purbeckensis",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa"
"17","220","Philoscia_muscorum",2017,2023,-0.417758402843533,0.1391354144846,0.0300118532267389,19.2229587675604,7,0.571893151035585,"lm",-2.21056968406295,0.818271697723076,0.0540097477658532,-0.178713776061017,0.818271697723076,0.837804709543631,21.1399770671972,7,0.471172741935726,"lm","negative linear","220 Philoscia_muscorum",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia"
"18","220","Porcellio_scaber",2017,2023,0.162299074346614,0.0887999188167159,0.127144294948995,12.9360917747947,7,0.280615664085185,"lm",0.858805977474271,0.509172410138711,0.166943500309798,-0.258714917377773,0.509172410138711,0.638116234709311,14.4982685979447,7,0.155290196637809,"lm","no","220 Porcellio_scaber",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio"
"19","240","Linyphiidae_species",2017,2023,0.0638615983475606,0.0678499004726566,0.389807176742901,9.16886234568632,7,-0.019386569614376,"lm",0.337923815109482,0.394618250790387,0.440083384584568,0.147006815329874,0.394618250790387,0.728397331260026,10.9301188580053,7,-0.231506704614954,"lm","no","240 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"20","240","Myrmica_rubra",2017,2023,0.455341548595317,0.246925381911681,0.124498297226868,27.253898182486,7,0.285757008545976,"lm",2.40944099835647,1.38757551220131,0.157492157373,-0.913584689160665,1.38757551220131,0.546246699646449,28.5336407864375,7,0.194492215945701,"lm","no","240 Myrmica_rubra",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica"
"21","240","Orchestia_gammarellus",2017,2023,0.0733692447846503,0.192888495301462,0.719292893871171,23.7962633575117,7,-0.166252770031129,"lm",0.388233551161484,1.10665130455585,0.743421582573307,-0.556891001230866,1.10665130455585,0.641255441783042,25.3665695276565,7,-0.371019422045535,"lm","no","240 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"22","240","Pardosa_purbeckensis",2017,2023,0.160145046905788,0.0422395185797036,0.0127407130681194,2.53367886300475,7,0.690312660541597,"lm",0.84740793562299,0.240164064039556,0.0242643360754761,-0.138092938104334,0.240164064039556,0.596089898860229,3.97776710298855,7,0.642444429603395,"lm","positive linear","240 Pardosa_purbeckensis",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa"
"23","240","Philoscia_muscorum",2017,2023,-0.295033415372113,0.115158831253519,0.0505255591234316,16.5750639091903,7,0.481134383889786,"lm",-1.56117009105719,0.65851258691405,0.0767580304870037,-0.349374569334782,0.65851258691405,0.623818060513161,18.0990259409126,7,0.394058741370762,"lm","negative linear","240 Philoscia_muscorum",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia"
"24","240","Porcellio_scaber",2017,2023,0.181430169481023,0.0973389113494403,0.12136072764631,14.221474958792,7,0.291962699778012,"lm",0.960038217542133,0.537206181289375,0.148452121687772,-0.414872254935359,0.537206181289375,0.483045052024733,15.2486026386647,7,0.229793571768021,"lm","no","240 Porcellio_scaber",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio"
"25","240","Trombidiidae_species",2017,2023,0.141013951771387,0.0716365883550414,0.106132512007395,9.92917482985945,7,0.323931883643726,"lm",0.746175695555127,0.316126811269223,0.0776317256039169,-0.564541820902464,0.316126811269223,0.148674737090841,7.82526312757398,7,0.529797108407334,"lm","no","240 Trombidiidae_species",TRUE,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Trombidiformes","Trombidiidae",NA
"26","250","Linyphiidae_species",2017,2023,0.124951333535501,0.0696634800800486,0.132840594978611,9.53815857881244,7,0.26981992568295,"lm",0.661180309041658,0.412131597888968,0.183916553940313,0.00320125705763896,0.412131597888968,0.994174402965806,11.5380529933693,7,0.0872886742117731,"lm","no","250 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"27","250","Myosotella_myosotis",2017,2023,0.426212461142633,0.156739179467229,0.0418124922475647,20.8908555266483,7,0.515906559610369,"lm",2.25530435572047,0.844336660169847,0.0557423609645648,-0.766672205300695,0.844336660169847,0.415227709493425,21.5789732648345,7,0.498296279943026,"lm","positive linear","250 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"28","250","Orchestia_gammarellus",2017,2023,0.208190441761025,0.101897631295042,0.096482892902966,14.862253197991,7,0.346005822418085,"lm",1.10164026848065,0.528937022255899,0.105694344874228,0.578394608242426,0.528937022255899,0.335608695319105,15.0314262825812,7,0.370645118104988,"lm","positive linear","250 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"29","250","Philoscia_muscorum",2017,2023,-0.402766078222301,0.0938682895958648,0.00778346588209953,13.713188226723,7,0.74370585245408,"lm",-2.1312377590179,0.549900806778211,0.0179068900270935,-0.154958774034731,0.549900806778211,0.792079456922888,15.5755857926524,7,0.685868446156877,"lm","negative linear","250 Philoscia_muscorum",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia"
"30","260","Linyphiidae_species",2017,2023,-0.10666272906373,0.112274071242255,0.395897773765768,13.2520214835588,6,-0.0198794989777735,"lm",-0.515229930546544,0.557248001089232,0.423370405125158,-0.494908330927695,0.557248001089232,0.439891628838461,13.8514405892405,6,-0.0767383286390351,"lm","no","260 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"31","260","Myosotella_myosotis",2017,2023,0.129642656328811,0.16795411426791,0.48324866388053,18.0849958751761,6,-0.0879453045888843,"lm",0.626233525079027,0.784241883335229,0.482937999630738,-0.887521957600756,0.784241883335229,0.340047150546227,17.9519259364557,6,-0.0165975252125408,"lm","no","260 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"32","260","Orchestia_gammarellus",2017,2023,-0.19371412525825,0.172376260505437,0.323984797053071,18.3968619062717,6,0.0499527686403286,"lm",-0.935728123392054,0.961419468411413,0.402200082705161,-0.0168770442622613,0.961419468411413,0.987096627633752,20.3962456311353,6,-0.266599539497439,"lm","no","260 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"33","260","Philoscia_muscorum",2017,2023,-0.331540005157773,0.144898665814287,0.0840344799295702,16.3131218221491,6,0.458600154507003,"lm",-1.6014903737251,0.80443900258058,0.140572460818019,0.135000690708375,0.80443900258058,0.877400506689342,18.2570576865839,6,0.284847260432002,"lm","negative linear","260 Philoscia_muscorum",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia"
"34","270","Isotoma_riparia",2017,2023,0.173645735706196,0.119054376222729,0.204497627419672,17.0408161190933,7,0.158171564803461,"lm",0.918846865810817,0.702526485530587,0.261002146396398,0.100887948740828,0.702526485530587,0.892754769088091,19.004818476049,7,-0.0468880343790641,"lm","no","270 Isotoma_riparia",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Collembola",NA,"Isotomidae","Isotoma"
"35","270","Linyphiidae_species",2017,2023,-0.00155771525873296,0.1201334671234,0.990155961295648,17.167138384425,7,-0.199959649886196,"lm",-0.00824265437611407,0.705359918605555,0.991235942457036,-0.174231254747687,0.705359918605555,0.817059934470587,19.0611697789516,7,-0.477413775526505,"lm","no","270 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"36","270","Myosotella_myosotis",2017,2023,0.121976234878544,0.251933942116997,0.648734304106349,27.5350283356769,7,-0.14626088015521,"lm",0.645437566697102,1.41003112341461,0.670895623722215,-0.965996113186545,1.41003112341461,0.530926311716583,28.7583938341797,7,-0.282358552954061,"lm","no","270 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"37","270","Myrmica_rubra",2017,2023,0.315070740420395,0.110189007300591,0.0354327530852477,15.9574514267113,7,0.544625763146412,"lm",1.66719764909068,0.557983027923087,0.0404218834630555,0.674126240686774,0.557983027923087,0.293530878977366,15.7798546877116,7,0.582961775798619,"lm","positive linear","270 Myrmica_rubra",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica"
"38","270","Orchestia_gammarellus",2017,2023,0.0146051300489038,0.0447936859029351,0.757588301173148,3.35563213149081,7,-0.175016616190802,"lm",0.0772830839503362,0.264916270024841,0.784999676721277,-0.0135602747880973,0.264916270024841,0.961630675108745,5.35104843801702,7,-0.467809314346502,"lm","no","270 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"39","270","Philoscia_muscorum",2017,2023,-0.223101187347096,0.201811132162489,0.319279650390494,24.4293432642318,7,0.035698301538957,"lm",-1.18054051784696,0.88981545580357,0.255272230375139,1.59210440848264,0.88981545580357,0.148079498725413,22.3134522783098,7,0.330478461518261,"lm","no","270 Philoscia_muscorum",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia"
"40","280","Linyphiidae_species",2017,2023,0.0848596661362517,0.104587600455072,0.454026585832877,15.2270415035272,7,-0.0603839404092621,"lm",0.449035145872984,0.60480389727223,0.499048645004049,0.261243654526182,0.60480389727223,0.688044381487854,16.9079148060264,7,-0.266408667259758,"lm","no","280 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"41","280","Myosotella_myosotis",2017,2023,0.0914137634395955,0.225526588920377,0.701992690763924,25.9848243552497,7,-0.161823353822586,"lm",0.483716168939353,1.30051223947909,0.72880122587781,-0.596142250866809,1.30051223947909,0.670471034557584,27.6264439904877,7,-0.379797824065986,"lm","no","280 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"42","280","Orchestia_gammarellus",2017,2023,0.0594726680540061,0.0862435594308022,0.52114333325426,12.5271467919943,7,-0.0957835507811728,"lm",0.314699778952772,0.503465528720061,0.565816056056212,0.165538701286734,0.503465528720061,0.758802005101089,14.3404684945428,7,-0.333683818742254,"lm","no","280 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"43","280","Trombidiidae_species",2017,2023,0.114397409567845,0.104405714738884,0.32315845035764,15.2026732535939,7,0.0323454524258534,"lm",0.605334192693113,0.499957789408725,0.292628562691158,-0.725428351429156,0.499957789408725,0.220407579676285,14.2425864750312,7,0.20753434857532,"lm","no","280 Trombidiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Trombidiformes","Trombidiidae",NA
"44","290","Linyphiidae_species",2017,2023,0.239706945080778,0.0479602747949529,0.00411164323211347,4.31191431136789,7,0.79986867980191,"lm",1.2684099284375,0.218215593093229,0.00435991316052992,-0.362703920437703,0.218215593093229,0.171820522868897,2.63602450884948,7,0.852032864934164,"lm","positive linear","290 Linyphiidae_species",FALSE,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"45","290","Myosotella_myosotis",2017,2023,0.0547654676402977,0.253021444725513,0.83719393739616,27.5953309305423,7,-0.188860649058455,"lm",0.289791615620817,1.37515900054836,0.84339551734841,-1.18259464804347,1.37515900054836,0.438294828190001,28.4078000060553,7,-0.254192183827177,"lm","no","290 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"46","290","Orchestia_gammarellus",2017,2023,-0.000675060144531437,0.14511381412054,0.996468203398171,19.8119485069556,7,-0.199994806300912,"lm",-0.00357208252490047,0.855698668536657,0.996869164033981,-0.138714892725129,0.855698668536657,0.87908068079092,21.7661111235825,7,-0.490203342900879,"lm","no","290 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"47","300","Linyphiidae_species",2017,2023,0.291538799127975,0.0972019932140434,0.0301231618239639,14.2017685200226,7,0.571301603744869,"lm",1.54267832003806,0.428042052534207,0.0226765740502635,-0.76803115361242,0.428042052534207,0.14721363585097,12.0683552643251,7,0.703095785701548,"lm","positive linear","300 Linyphiidae_species",TRUE,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"48","300","Myosotella_myosotis",2017,2023,0.0874854091594337,0.27868680067801,0.766256389548564,28.9479314966028,7,-0.176806121944346,"lm",0.462929271965765,1.45923262209636,0.766929208893789,-1.53487693986846,1.45923262209636,0.352218081697072,29.2385786966718,7,-0.152293595109227,"lm","no","300 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"49","300","Orchestia_gammarellus",2017,2023,-0.0229987561324263,0.141263512496548,0.870670020631315,70.4749162080736,7,NA,"negative binomial",0.314546184902291,0.84147918147952,0.727521333490635,-0.783041849804294,0.84147918147952,0.404759975372134,21.5315128732682,7,-0.198643523352218,"lm","no","300 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"50","350","Linyphiidae_species",2017,2023,0.122312229493319,0.0862739472033681,0.215469349838805,12.5320787995177,7,0.144071053942849,"lm",0.647215483082402,0.452878897358156,0.226179748662551,-0.470797167108599,0.452878897358156,0.35724880076413,12.8580016134629,7,0.157665643546167,"lm","no","350 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"51","350","Myosotella_myosotis",2017,2023,0.150941179262949,0.0842965403853516,0.133362345614912,12.2074630218372,7,0.268849036248829,"lm",0.798705645857212,0.486205009026691,0.175782645017177,0.221913716837831,0.486205009026691,0.671771913563047,13.8520801427675,7,0.131302881897326,"lm","no","350 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"52","350","Orchestia_gammarellus",2017,2023,0.016042000946199,0.116533849633883,0.895881318237296,16.7412364723955,7,-0.195469133652002,"lm",0.0848862900710355,0.631675535140045,0.899590339577587,-0.552415974326443,0.631675535140045,0.43119871289192,17.5165172032592,7,-0.254481505927018,"lm","no","350 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"53","350","Saldula_species",2017,2023,-0.0413294353977272,0.0790759290776683,0.623537893440138,11.3124107322244,7,-0.137835857141666,"lm",-0.218694815778132,0.467817255230724,0.664488276024308,0.00290192402770306,0.467817255230724,0.995347701373941,13.3123433949455,7,-0.4222811395696,"lm","no","350 Saldula_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula"
"54","400","Linyphiidae_species",2017,2023,0.116029389329895,0.0522189102825231,0.0769364781586604,5.50291720727926,7,0.396207968804078,"lm",0.613969817883016,0.24671130548302,0.0675844398703718,-0.371871173581167,0.24671130548302,0.206210608208409,4.35431893421199,7,0.518660126907237,"lm","positive linear","400 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"55","400","Myosotella_myosotis",2017,2023,0.0722453996497118,0.14562351894661,0.640852386662296,19.861036629215,7,-0.143701102732153,"lm",0.382286721683128,0.861300902422666,0.680105140677155,-0.0388885561304587,0.861300902422666,0.966151159984892,21.85746997312,7,-0.428898137439,"lm","no","400 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"56","400","Orchestia_gammarellus",2017,2023,0.0074302708466591,0.184448823016026,0.969426040252946,23.169900075657,7,-0.199610661074917,"lm",0.0393172976683205,1.09116017507889,0.972982885116702,-0.0216668633042911,1.09116017507889,0.985108682353391,25.169210103258,7,-0.499365530369545,"lm","no","400 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"57","400","Peringia_ulvae",2017,2023,0.170981847956532,0.069686618630119,0.0576817724749421,9.54280787159139,7,0.455538635034218,"lm",0.904750896798322,0.411369923898268,0.0927187198186728,-0.0545033678000214,0.411369923898268,0.900992477299521,11.5121551932354,7,0.322396992320944,"lm","positive linear","400 Peringia_ulvae",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia"
"58","400","Saldula_species",2017,2023,0.0160724828386841,0.0593852642805452,0.797478940234836,7.30333714709699,7,-0.182673792030737,"lm",0.0850475850850351,0.272077355914985,0.770213494109792,0.444545830603466,0.272077355914985,0.177619301706613,5.724464960096,7,0.113386476330559,"lm","no","400 Saldula_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula"
"59","500","Linyphiidae_species",2017,2023,-0.0727529936689816,0.0624131103111326,0.296325495616152,7.99954643625365,7,0.0564232091195218,"lm",-0.384972656767171,0.347397855599119,0.329936093887686,0.250228709623519,0.347397855599119,0.511188827724121,9.14584457860139,7,-0.0440512882950648,"lm","no","500 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"60","500","Orchestia_gammarellus",2017,2023,0.202327710936088,0.136800145758236,0.19920149561804,18.9859864634021,7,0.165211280535094,"lm",1.07061761294776,0.782162519801427,0.24289748720828,-0.415796048078532,0.782162519801427,0.623155838544533,20.5081306705651,7,0.0253707909029834,"lm","no","500 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"61","500","Peringia_ulvae",2017,2023,0.145258191917484,0.306309837316605,0.655329663769889,30.2710512930078,7,-0.148350759865322,"lm",0.76863410341728,1.76304307300543,0.685355333761963,-0.838043430902652,1.76304307300543,0.659338600538908,31.8864076361109,7,-0.358690337511013,"lm","no","500 Peringia_ulvae",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia"
"62","500","Saldula_species",2017,2023,-0.00403928884828241,0.0685478921458729,0.955293239430597,9.31214866341256,7,-0.199167217951693,"lm",-0.0213739075322412,0.354067352051496,0.954759251532641,-0.395448015945025,0.354067352051496,0.326605982082624,9.41207521453501,7,-0.14262908035728,"lm","no","500 Saldula_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula"
"63","600","Linyphiidae_species",2017,2023,-0.0242477334191464,0.200132675020108,0.908284109931026,24.3124187779693,7,-0.196487273184944,"lm",-0.128306944968135,0.92332521274385,0.896195808538108,-1.48233412952158,0.92332521274385,0.183670656422206,22.8309962621403,7,0.0904565701060913,"lm","no","600 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA
