"","StationID","species","min.year","max.year","b.linear","SE.b.linear","pval.lin","AIC.linear","nobs.linear","r2.lin","best_linear","b.poly","SE.b.poly","pval.b.poly","c.poly","SE.c.poly","pval.c.poly","AIC.poly","nobs.poly","r2.poly","best_poly","vote","UCI","MOSout","UDI","organism.group","measure","transformation","Phylum.x","Class.x","Order.x","Family.x","Genus.x","Phylum.y","Class.y","Order.y","Family.y","Genus.y"
"11","207","Linyphiidae_species",2017,2023,0.167218972397293,0.0389635232875318,0.00777664698363825,1.40345418800654,7,0.743792486425235,"lm",0.884839630910026,0.227955359004379,0.0178165291682586,0.0684636968171918,0.227955359004379,0.778881534331092,3.24735246678185,7,0.686803427225292,"lm","positive linear","207 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"12","207","Porcellio_scaber",2017,2023,0.160707488226106,0.0940725884158249,0.14827499599547,13.7436252943382,7,0.242271951922616,"lm",0.850384095344102,0.53595599914135,0.187775914581124,-0.299926545528558,0.53595599914135,0.60559818924372,15.2159839752247,7,0.121609930343262,"lm","no","207 Porcellio_scaber",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio"
"13","220","Linyphiidae_species",2017,2023,0.0778695609638621,0.0454871611661837,0.147594748703739,3.57071306953205,7,0.243437612507472,"lm",0.412046986024351,0.263105830966155,0.192387852237326,0.113016561532248,0.263105830966155,0.689651338101658,5.25504394843687,7,0.0959967450356892,"lm","no","220 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"14","220","Myrmica_rubra",2019,2023,0.411758975543453,0.159003428463773,0.0811005226747441,10.7598875348957,5,0.587890092202235,"lm",1.30209620973488,0.58788340799638,0.157156312546989,0.259323938544348,0.58788340799638,0.702233735431301,12.2956653080243,5,0.436644570182984,"lm","positive linear","220 Myrmica_rubra",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica"
"15","220","Orchestia_gammarellus",2017,2023,0.0992769427104934,0.182597166467055,0.610006845795553,23.0286457786906,7,-0.133015463912663,"lm",0.525324202669701,1.07958348097354,0.652001112138129,0.076417005233104,1.07958348097354,0.946967502548031,25.0198831630755,7,-0.414497549974752,"lm","no","220 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"16","220","Pardosa_purbeckensis",2019,2023,-0.0664747706038293,0.0678252986242055,0.39931794778275,2.23998250235168,5,-0.00995493458964836,"lm",-0.210211682045293,0.163914793031954,0.328246555613848,0.290296426527194,0.163914793031954,0.218571317795652,-0.476153735888545,5,0.410131960463149,"lm","no","220 Pardosa_purbeckensis",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa","Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa"
"17","220","Philoscia_muscorum",2017,2023,-0.417758402843418,0.13913541448462,0.0300118532267826,19.2229587675642,7,0.571893151035352,"lm",-2.21056968406295,0.818271697723077,0.0540097477658533,-0.178713776061018,0.818271697723077,0.837804709543631,21.1399770671972,7,0.471172741935726,"lm","negative linear","220 Philoscia_muscorum",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia"
"18","220","Porcellio_scaber",2017,2023,0.162299074346581,0.0887999188166988,0.127144294948998,12.9360917747947,7,0.280615664085181,"lm",0.858805977474271,0.509172410138711,0.166943500309798,-0.258714917377773,0.509172410138711,0.63811623470931,14.4982685979448,7,0.155290196637809,"lm","no","220 Porcellio_scaber",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio"
"19","240","Linyphiidae_species",2017,2023,0.0638615983475606,0.0678499004726566,0.389807176742901,9.16886234568632,7,-0.019386569614376,"lm",0.337923815109482,0.394618250790387,0.440083384584568,0.147006815329874,0.394618250790387,0.728397331260026,10.9301188580053,7,-0.231506704614954,"lm","no","240 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"20","240","Myrmica_rubra",2019,2023,0.0147910631422379,0.418924745643838,0.974052675279794,20.4475428795921,5,-0.332779519488502,"lm",0.0467734485448387,1.44225876031454,0.977074065599249,1.05105547521269,1.44225876031454,0.541933009090897,21.2700363546505,5,-0.579692849202539,"lm","no","240 Myrmica_rubra",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica"
"21","240","Orchestia_gammarellus",2017,2023,0.0733692447845524,0.192888495301456,0.719292893871517,23.7962633575122,7,-0.166252770031215,"lm",0.388233551161485,1.10665130455585,0.743421582573306,-0.556891001230867,1.10665130455585,0.641255441783042,25.3665695276565,7,-0.371019422045535,"lm","no","240 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"22","240","Pardosa_purbeckensis",2019,2023,0.112678316563501,0.0810032339334519,0.258430521185437,4.01552067816242,5,0.189459371248479,"lm",0.356320123254076,0.312228078007168,0.372006635539561,-0.043277844657455,0.312228078007168,0.902455533324473,5.96771828284253,5,-0.204242595646478,"lm","no","240 Pardosa_purbeckensis",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa","Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa"
"23","240","Philoscia_muscorum",2017,2023,-0.295033415372118,0.115158831253499,0.0505255591234023,16.5750639091888,7,0.481134383889896,"lm",-1.56117009105719,0.658512586914049,0.0767580304870035,-0.349374569334781,0.658512586914049,0.623818060513162,18.0990259409126,7,0.394058741370763,"lm","negative linear","240 Philoscia_muscorum",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia"
"24","240","Porcellio_scaber",2017,2023,0.181430169481007,0.0973389113494261,0.121360727646294,14.2214749587917,7,0.291962699778043,"lm",0.960038217542133,0.537206181289375,0.148452121687772,-0.414872254935359,0.537206181289375,0.483045052024733,15.2486026386647,7,0.229793571768021,"lm","no","240 Porcellio_scaber",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio"
"25","240","Trombidiidae_species",2017,2023,0.141013951771386,0.0716365883550399,0.106132512007392,9.92917482985938,7,0.323931883643733,"lm",0.746175695555127,0.316126811269223,0.0776317256039169,-0.564541820902464,0.316126811269223,0.148674737090841,7.82526312757398,7,0.529797108407333,"lm","no","240 Trombidiidae_species",TRUE,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Trombidiformes","Trombidiidae",NA,"Arthropoda","Arachnida","Trombidiformes","Trombidiidae",NA
"26","250","Linyphiidae_species",2017,2023,0.124951333535501,0.0696634800800486,0.132840594978611,9.53815857881244,7,0.26981992568295,"lm",0.661180309041658,0.412131597888968,0.183916553940313,0.00320125705763896,0.412131597888968,0.994174402965806,11.5380529933693,7,0.0872886742117731,"lm","no","250 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"27","250","Myosotella_myosotis",2017,2023,0.426212461142749,0.156739179467216,0.0418124922475162,20.8908555266453,7,0.515906559610576,"lm",2.25530435572047,0.844336660169847,0.0557423609645649,-0.766672205300695,0.844336660169848,0.415227709493425,21.5789732648345,7,0.498296279943025,"lm","positive linear","250 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"28","250","Orchestia_gammarellus",2017,2023,0.208190441760988,0.101897631295045,0.0964828929030192,14.8622531979924,7,0.346005822417958,"lm",1.10164026848065,0.528937022255898,0.105694344874228,0.578394608242426,0.528937022255898,0.335608695319105,15.0314262825812,7,0.370645118104988,"lm","positive linear","250 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"29","250","Philoscia_muscorum",2017,2023,-0.402766078222278,0.0938682895958561,0.00778346588209841,13.7131882267226,7,0.743705852454095,"lm",-2.1312377590179,0.549900806778211,0.0179068900270935,-0.154958774034731,0.549900806778211,0.792079456922887,15.5755857926524,7,0.685868446156877,"lm","negative linear","250 Philoscia_muscorum",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia"
"30","260","Linyphiidae_species",2017,2023,-0.10666272906373,0.112274071242255,0.395897773765768,13.2520214835588,6,-0.0198794989777735,"lm",-0.515229930546544,0.557248001089232,0.423370405125158,-0.494908330927695,0.557248001089232,0.439891628838461,13.8514405892405,6,-0.0767383286390351,"lm","no","260 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"31","260","Myosotella_myosotis",2017,2023,0.129642656328801,0.167954114267903,0.483248663880543,18.0849958751762,6,-0.0879453045888936,"lm",0.626233525079027,0.78424188333523,0.482937999630738,-0.887521957600757,0.78424188333523,0.340047150546227,17.9519259364557,6,-0.0165975252125414,"lm","no","260 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"32","260","Orchestia_gammarellus",2017,2023,-0.1937141252582,0.172376260505391,0.323984797053069,18.3968619062717,6,0.0499527686403309,"lm",-0.935728123392053,0.961419468411413,0.402200082705161,-0.0168770442622598,0.961419468411413,0.987096627633753,20.3962456311353,6,-0.266599539497439,"lm","no","260 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"33","260","Philoscia_muscorum",2017,2023,-0.331540005157808,0.144898665814262,0.0840344799295122,16.3131218221472,6,0.458600154507171,"lm",-1.6014903737251,0.80443900258058,0.140572460818019,0.135000690708376,0.80443900258058,0.877400506689342,18.2570576865839,6,0.284847260432002,"lm","negative linear","260 Philoscia_muscorum",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia"
"34","270","Isotoma_riparia",2017,2023,0.173645735706196,0.119054376222729,0.204497627419672,17.0408161190933,7,0.158171564803461,"lm",0.918846865810817,0.702526485530587,0.261002146396398,0.100887948740828,0.702526485530587,0.892754769088091,19.004818476049,7,-0.0468880343790641,"lm","no","270 Isotoma_riparia",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Collembola",NA,"Isotomidae","Isotoma","Arthropoda","Collembola",NA,"Isotomidae","Isotoma"
"35","270","Linyphiidae_species",2017,2023,-0.00155771525873093,0.120133467123385,0.990155961295659,17.167138384425,7,-0.199959649886196,"lm",-0.00824265437611366,0.705359918605555,0.991235942457036,-0.174231254747686,0.705359918605555,0.817059934470588,19.0611697789516,7,-0.477413775526505,"lm","no","270 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"36","270","Myosotella_myosotis",2017,2023,0.121976234878544,0.251933942116997,0.648734304106349,27.5350283356769,7,-0.14626088015521,"lm",0.645437566697101,1.41003112341461,0.670895623722215,-0.965996113186546,1.41003112341461,0.530926311716583,28.7583938341797,7,-0.282358552954061,"lm","no","270 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"37","270","Myrmica_rubra",2019,2023,0.377052344315445,0.230908555090817,0.200993846881756,14.4908475557524,5,0.29408285391164,"lm",1.19234420514285,0.560167319230548,0.167080248217589,0.985894504171717,0.560167319230548,0.220475454676799,11.8127341172776,5,0.58455912979014,"lm","no","270 Myrmica_rubra",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica"
"38","270","Orchestia_gammarellus",2017,2023,0.014605130048891,0.0447936859029272,0.757588301173311,3.35563213149102,7,-0.175016616190837,"lm",0.0772830839503374,0.264916270024841,0.784999676721273,-0.0135602747880958,0.264916270024841,0.961630675108749,5.35104843801702,7,-0.467809314346502,"lm","no","270 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"39","270","Philoscia_muscorum",2017,2023,-0.223101187347036,0.201811132162454,0.319279650390535,24.4293432642321,7,0.0356983015389208,"lm",-1.18054051784696,0.88981545580357,0.255272230375138,1.59210440848264,0.88981545580357,0.148079498725413,22.3134522783098,7,0.330478461518261,"lm","no","270 Philoscia_muscorum",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia","Arthropoda","Malacostraca","Isopoda","Philosciidae","Philoscia"
"40","280","Linyphiidae_species",2017,2023,0.0848596661362517,0.104587600455072,0.454026585832877,15.2270415035272,7,-0.0603839404092621,"lm",0.449035145872984,0.60480389727223,0.499048645004049,0.261243654526182,0.60480389727223,0.688044381487854,16.9079148060264,7,-0.266408667259758,"lm","no","280 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"41","280","Myosotella_myosotis",2017,2023,0.0914137634396078,0.225526588920373,0.70199269076388,25.9848243552496,7,-0.161823353822575,"lm",0.483716168939353,1.30051223947909,0.72880122587781,-0.596142250866808,1.30051223947909,0.670471034557584,27.6264439904877,7,-0.379797824065986,"lm","no","280 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"42","280","Orchestia_gammarellus",2017,2023,0.0594726680540093,0.08624355943079,0.521143333254182,12.5271467919941,7,-0.0957835507811367,"lm",0.314699778952773,0.50346552872006,0.56581605605621,0.165538701286732,0.503465528720061,0.75880200510109,14.3404684945428,7,-0.333683818742254,"lm","no","280 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"43","280","Trombidiidae_species",2017,2023,0.114397409567863,0.104405714738864,0.323158450357487,15.202673253593,7,0.0323454524259842,"lm",0.605334192693114,0.499957789408725,0.292628562691158,-0.725428351429156,0.499957789408725,0.220407579676285,14.2425864750312,7,0.20753434857532,"lm","no","280 Trombidiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Trombidiformes","Trombidiidae",NA,"Arthropoda","Arachnida","Trombidiformes","Trombidiidae",NA
"44","290","Linyphiidae_species",2017,2023,0.239706945080778,0.0479602747949529,0.00411164323211347,4.31191431136789,7,0.79986867980191,"lm",1.2684099284375,0.218215593093229,0.00435991316052992,-0.362703920437703,0.218215593093229,0.171820522868897,2.63602450884948,7,0.852032864934164,"lm","positive linear","290 Linyphiidae_species",FALSE,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"45","290","Myosotella_myosotis",2017,2023,0.054765467640298,0.253021444725509,0.837193937396157,27.5953309305423,7,-0.188860649058454,"lm",0.289791615620817,1.37515900054836,0.84339551734841,-1.18259464804347,1.37515900054836,0.438294828190001,28.4078000060553,7,-0.254192183827176,"lm","no","290 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"46","290","Orchestia_gammarellus",2017,2023,-0.000675060144529328,0.145113814120537,0.996468203398182,19.8119485069556,7,-0.199994806300912,"lm",-0.00357208252490014,0.855698668536657,0.996869164033981,-0.138714892725128,0.855698668536657,0.879080680790921,21.7661111235826,7,-0.490203342900879,"lm","no","290 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"47","300","Linyphiidae_species",2017,2023,0.291538799127975,0.0972019932140434,0.0301231618239639,14.2017685200226,7,0.571301603744869,"lm",1.54267832003806,0.428042052534207,0.0226765740502635,-0.76803115361242,0.428042052534207,0.14721363585097,12.0683552643251,7,0.703095785701548,"lm","positive linear","300 Linyphiidae_species",TRUE,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"48","300","Myosotella_myosotis",2017,2023,0.0874854091595835,0.278686800678045,0.766256389548208,28.9479314966023,7,-0.176806121944274,"lm",0.462929271965763,1.45923262209636,0.766929208893789,-1.53487693986846,1.45923262209636,0.352218081697072,29.2385786966718,7,-0.152293595109227,"lm","no","300 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"49","300","Orchestia_gammarellus",2017,2023,0.0594436415068527,0.156878100766154,0.720307388845758,20.9032585314222,7,-0.166503291708632,"lm",0.314546184902289,0.841479181479521,0.727521333490637,-0.783041849804296,0.841479181479521,0.404759975372134,21.5315128732682,7,-0.198643523352218,"lm","no","300 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"50","350","Linyphiidae_species",2017,2023,0.122312229493319,0.0862739472033681,0.215469349838805,12.5320787995177,7,0.144071053942849,"lm",0.647215483082402,0.452878897358156,0.226179748662551,-0.470797167108599,0.452878897358156,0.35724880076413,12.8580016134629,7,0.157665643546167,"lm","no","350 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"51","350","Myosotella_myosotis",2017,2023,0.150941179262964,0.0842965403853439,0.133362345614853,12.2074630218362,7,0.268849036248939,"lm",0.798705645857212,0.486205009026691,0.175782645017177,0.221913716837831,0.486205009026691,0.671771913563047,13.8520801427674,7,0.131302881897326,"lm","no","350 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
"52","350","Orchestia_gammarellus",2017,2023,0.0160420009461807,0.116533849633869,0.895881318237402,16.7412364723956,7,-0.195469133652011,"lm",0.0848862900710367,0.631675535140044,0.899590339577585,-0.552415974326444,0.631675535140044,0.43119871289192,17.5165172032592,7,-0.254481505927017,"lm","no","350 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"53","350","Saldula_species",2017,2023,-0.0413294353977266,0.0790759290776521,0.623537893440074,11.3124107322242,7,-0.137835857141643,"lm",-0.218694815778132,0.467817255230724,0.664488276024308,0.00290192402770306,0.467817255230724,0.995347701373941,13.3123433949455,7,-0.4222811395696,"lm","no","350 Saldula_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula"
"54","400","Linyphiidae_species",2017,2023,0.116029389329895,0.0522189102825231,0.0769364781586604,5.50291720727926,7,0.396207968804078,"lm",0.613969817883016,0.24671130548302,0.0675844398703718,-0.371871173581167,0.24671130548302,0.206210608208409,4.35431893421199,7,0.518660126907237,"lm","positive linear","400 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"55","400","Myosotella_myosotis",2017,2023,0.0722453996497147,0.145623518946588,0.640852386662234,19.8610366292149,7,-0.143701102732132,"lm",0.382286721683129,0.861300902422667,0.680105140677154,-0.0388885561304584,0.861300902422666,0.966151159984892,21.85746997312,7,-0.428898137439,"lm","no","400 Myosotella_myosotis",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella","Mollusca","Gastropoda",NA,"Ellobiidae","Myosotella"
