"","species","UCI","StationID","b.linear","SE.b.linear","pval.lin","AIC.linear","nobs.linear","r2.lin","min.year","max.year","b.poly","SE.b.poly","pval.b.poly","c.poly","SE.c.poly","pval.c.poly","AIC.poly","nobs.poly","r2.poly","pval.poly","vote","MOSout","UDI","organism.group","measure","Phylum","Class","Order","Family","Genus","origin","enter","DOI","lat","long"
"11","Actinoptychus senarius","BOOMKDP Actinoptychus senarius","BOOMKDP",-0.349172659498278,0.128991535445959,0.0241179423155981,41.6583672477666,11,0.387537763482412,2008,2018,-3.66215374820898,1.39470103512158,0.0303773962022341,-0.954410936434349,1.39470103512158,0.513110020215377,43.0326184606175,11,0.349081743591177,0.073530201775228,"negative linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Coscinodiscales","Heliopeltaceae","Actinoptychus","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"12","Actinoptychus senarius","DANTZGT Actinoptychus senarius","DANTZGT",-0.0123928604898943,0.034535464664384,0.72412936204331,50.4742642277754,19,-0.050863586804299,2000,2018,-0.295875488912924,0.848791689323315,0.731945988956114,-0.17346298437692,0.848791689323315,0.840645512254132,52.4247330330224,19,-0.113635631300176,0.92198692875817,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Coscinodiscales","Heliopeltaceae","Actinoptychus","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"13","Archaeperidinium sp.","BOOMKDP Archaeperidinium sp.","BOOMKDP",0.094994491660818,0.0807522849784132,0.273262824079196,28.7242550436723,10,0.0409047951890665,2007,2017,0.991316564099551,0.872392854695746,0.293223732180435,-0.594601124957208,0.872392854695746,0.517415036607674,30.0817125229582,10,-0.0278941621405924,0.456892212017521,"no",NA,"HLH001","phytoplankton","biomass","Myzozoa","Dinophyceae","Peridiniales","Peridiniida incertae sedis","Archaeperidinium","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"14","Archaeperidinium sp.","ROTTMPT3 Archaeperidinium sp.","ROTTMPT3",0.0241459065454207,0.0440458131649894,0.592189206137111,46.8819244690712,16,-0.0489126840456904,2000,2017,0.508785821822586,0.907266417505987,0.584477358579155,1.16555936521393,0.907266417505987,0.221319537082301,46.9695908372368,16,-0.00234395155778744,0.400541608477891,"no",NA,"HLH001","phytoplankton","biomass","Myzozoa","Dinophyceae","Peridiniales","Peridiniida incertae sedis","Archaeperidinium","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"15","Archaeperidinium sp.","TERSLG10 Archaeperidinium sp.","TERSLG10",-0.0256261634324186,0.0321880014718317,0.438369579460588,40.862829756399,17,-0.0234210356613722,2000,2018,-0.571803696013546,0.740261163832925,0.452700384225467,0.256482248223171,0.740261163832925,0.734137757030409,42.7176820312158,17,-0.0872001717887219,0.705054936341899,"no",NA,"HLH001","phytoplankton","biomass","Myzozoa","Dinophyceae","Peridiniales","Peridiniida incertae sedis","Archaeperidinium","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"16","Archaeperidinium sp.","MARSDND Archaeperidinium sp.","MARSDND",0.046602936888631,0.042702161555897,0.291281874650197,55.6569404764777,18,0.0111128457590779,2000,2018,1.11262986845945,0.922854416056455,0.246631216377581,1.96346231631149,0.922854416056455,0.0503653406771302,52.9097828769779,18,0.189713598206816,0.080743331100253,"positive accelerating",NA,"HLH001","phytoplankton","biomass","Myzozoa","Dinophyceae","Peridiniales","Peridiniida incertae sedis","Archaeperidinium","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"17","Archaeperidinium sp.","HUIBGOT Archaeperidinium sp.","HUIBGOT",-0.0137233243620865,0.0375790970987725,0.720071252293082,47.9145823592558,17,-0.0572668511295196,2000,2018,-0.322734200944208,0.895393206130529,0.723899297193644,0.700816714647871,0.895393206130529,0.446846070391108,49.1865189786904,17,-0.0852959878947861,0.696456111600314,"no",NA,"HLH001","phytoplankton","biomass","Myzozoa","Dinophyceae","Peridiniales","Peridiniida incertae sedis","Archaeperidinium","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"18","Asterionellopsis glacialis","WeMu_W_1 Asterionellopsis glacialis","WeMu_W_1",-0.212941010594003,0.153350473197973,0.198358956325026,45.4639094449933,11,0.0849348453770153,2008,2018,-2.23334416049266,1.70371995283018,0.226280182367365,0.244766281113352,1.70371995283018,0.889317328486395,47.4355661835399,11,-0.0267991749725993,0.455304551869748,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"19","Asterionellopsis glacialis","Nney_W_2 Asterionellopsis glacialis","Nney_W_2",-0.0260228175358299,0.0451514635297663,0.571519283703474,66.7367684357379,20,-0.0364292052215678,1999,2018,-0.671065851175976,1.16810342437718,0.573159451536263,-1.09853579645044,1.16810342437718,0.360162091998732,67.7224198883914,20,-0.0431263767544614,0.556255227025936,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"20","Asterionellopsis glacialis","DOOVBWT Asterionellopsis glacialis","DOOVBWT",-0.105744863559248,0.113965488522038,0.377688883900956,38.9336427131069,11,-0.014102315181546,2008,2018,-1.10906148549485,1.16058867955221,0.367253883732901,1.44309479365988,1.16058867955221,0.248916175219612,38.9900585810341,11,0.0439094265071123,0.342259958412511,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"21","Asterionellopsis glacialis","TERSLG10 Asterionellopsis glacialis","TERSLG10",0.00546644542456896,0.0451334920608868,0.905319327116523,47.2888419905066,16,-0.0703070888657911,2000,2018,0.113847830876274,0.954481945179949,0.906879358179357,0.725542744122616,0.954481945179949,0.460733466803278,48.5930335790781,16,-0.10358674508867,0.748653221548271,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"22","Asterionellopsis glacialis","ROTTMPT3 Asterionellopsis glacialis","ROTTMPT3",-0.0644105495440491,0.0521959949410893,0.233986273800598,66.1689865828916,19,0.0282240821472042,2000,2018,-1.53778079346934,1.20182629122084,0.218952204935938,1.81368827127,1.20182629122084,0.150763819010613,65.6405171303145,19,0.0961417699740511,0.173613045290274,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"23","Asterionellopsis glacialis","MARSDND Asterionellopsis glacialis","MARSDND",-0.023822091628536,0.0512416196413941,0.647904202812026,65.4677466964139,19,-0.0455311678109325,2000,2018,-0.568744642390815,1.22078403602889,0.647577196244598,-1.26413967657391,1.22078403602889,0.315826791141594,66.2352549631482,19,-0.0411039980308205,0.537938632273664,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"24","Asterionellopsis glacialis","JaBu_W_1 Asterionellopsis glacialis","JaBu_W_1",-0.090131567069999,0.0639818092264982,0.176949748825141,76.766595263583,19,0.0518557459232897,1999,2018,-2.32013356268893,1.4638921586302,0.132550916855981,-3.43896100179148,1.4638921586302,0.0319869433650276,73.1362619063186,19,0.250955836809611,0.03862239613921,"negative accelerating",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"25","Asterionellopsis glacialis","Bork_W_1 Asterionellopsis glacialis","Bork_W_1",-0.171522507592956,0.0940192448789042,0.105549269844168,30.1234892391735,10,0.205522125513491,2008,2018,-1.64875871019809,0.952029470769106,0.1269101238467,-0.435574487783004,0.952029470769106,0.661157814664562,31.8288354651125,10,0.118388791213892,0.266971079796554,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"26","Asterionellopsis glacialis","BOOMKDP Asterionellopsis glacialis","BOOMKDP",-0.0427406167650944,0.161386626933124,0.797833240527563,43.509815901093,10,-0.11522271889739,2007,2018,-0.467419013783929,1.60605602471796,0.779458702620062,-2.62003051094415,1.60605602471796,0.146838210348519,42.2876512156555,10,0.0765429082496938,0.314016797366357,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"27","Asterionellopsis glacialis","HUIBGOT Asterionellopsis glacialis","HUIBGOT",-0.00598414479188732,0.0469697832944562,0.900208022631518,58.9522889001112,18,-0.0614231984649136,2000,2018,-0.142339368892045,1.12371434811118,0.900885025083507,1.01495650463869,1.12371434811117,0.380687778010935,59.999024070417,18,-0.0737852381176058,0.667111230042119,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"28","Asterionellopsis glacialis","DANTZGT Asterionellopsis glacialis","DANTZGT",-0.0792784399984195,0.0495220450196113,0.12896219744288,59.2787520705228,18,0.0841894003743164,2000,2018,-1.80483036771745,1.14751050492846,0.136611640409282,0.764825829263349,1.14751050492846,0.515207429722417,60.7534126042439,18,0.0512336426023327,0.263640487728414,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"29","Asteroplanus karianus","JaBu_W_1 Asteroplanus karianus","JaBu_W_1",-0.0920321442236563,0.0308603128896849,0.00798826101397988,51.5147001043944,20,0.293512662183248,1999,2018,-2.37328756250043,0.806769953308793,0.00911856495047827,0.578631397254791,0.806769953308793,0.482977685419117,52.918494122063,20,0.273924942638415,0.0255713187107243,"negative linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asteroplanus","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"30","Asteroplanus karianus","ROTTMPT3 Asteroplanus karianus","ROTTMPT3",0.053874222103991,0.085452525450073,0.538550688933265,70.3204039137792,16,-0.0418491929670641,2000,2018,1.21717296866301,1.62065318529942,0.466008058666635,4.24702782843505,1.62065318529942,0.0211633810974065,65.5343398271473,16,0.265836724443076,0.0529286567580766,"positive accelerating",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asteroplanus","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"31","Asteroplanus karianus","Nney_W_2 Asteroplanus karianus","Nney_W_2",-0.0825335865611956,0.0400608067061729,0.0541363072461236,61.9517993681833,20,0.145854596884031,1999,2018,-2.12834261470865,1.05842340160144,0.0604754344194074,0.407248217177081,1.05842340160144,0.705179902902087,63.778380495463,20,0.103418757538066,0.153610972030683,"negative linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asteroplanus","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"32","Asteroplanus karianus","HUIBGOT Asteroplanus karianus","HUIBGOT",0.0209256569418442,0.048409780061386,0.671701471195638,56.911351199218,17,-0.0535430656904774,2000,2018,0.497733677501696,1.07875959299443,0.651602728471507,1.89630955972336,1.07875959299443,0.100604101397352,55.5208609898656,17,0.0753027542675632,0.227014354671778,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asteroplanus","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"33","Asteroplanus karianus","BOCHTVWTM Asteroplanus karianus","BOCHTVWTM",0.137474872544662,0.101299544045134,0.216876665419562,29.8644611975173,9,0.0952021721204128,2007,2018,1.40197411546782,1.00655278783686,0.213086224291749,-1.1796406155599,1.00655278783686,0.285637181012298,30.0092730344866,9,0.14103327369644,0.267370084308313,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asteroplanus","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"34","Asteroplanus karianus","MARSDND Asteroplanus karianus","MARSDND",0.0268775590908483,0.0444067027904051,0.555426112067772,45.3114457435548,15,-0.0474072590388863,2000,2018,0.583269867926582,0.975442118184475,0.560986217649648,0.809150834734855,0.975442118184475,0.423003837809155,46.4750690399604,15,-0.073154126583711,0.605747822424073,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asteroplanus","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"35","Asteroplanus karianus","WeMu_W_1 Asteroplanus karianus","WeMu_W_1",0.069526841808367,0.107064126012127,0.532304598678997,38.5994975718061,11,-0.0613781097460102,2007,2018,0.76450790490922,0.890141667472695,0.415408408142384,-2.47683541812884,0.890141667472695,0.0238317813897726,33.1534143444708,11,0.393205717613539,0.0555297691065146,"positive to negative",TRUE,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asteroplanus","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"36","Asteroplanus karianus","DANTZGT Asteroplanus karianus","DANTZGT",0.0215773035052148,0.0372782633459005,0.571907871188489,44.3746400033765,16,-0.0463878042486243,2000,2018,0.4967175407846,0.776575520277009,0.533526241745697,1.57169443877669,0.776575520277009,0.0640379383253675,41.9922389430976,16,0.14311199147319,0.144558965068414,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asteroplanus","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"37","Bacillariales","WeMu_W_1 Bacillariales","WeMu_W_1",-0.166448801854543,0.14542621800994,0.281917794525513,45.3367974115937,11,0.0300692094604361,2007,2018,-1.83024888619561,1.49147758828613,0.254655203112206,2.284224160905,1.49147758828613,0.164176459163239,44.5085372566994,11,0.156218820392185,0.207624827736978,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Bacillariales",NA,NA,"NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"38","Bacillariales","Nney_W_2 Bacillariales","Nney_W_2",-0.131715792084804,0.0297654266358964,0.000326794604240899,50.0697622679846,20,0.494435446160997,1999,2018,-3.39663335866718,0.670118736627217,9.49300371888948e-05,1.72371198147427,0.670118736627217,0.0197820286948411,45.4951482001539,20,0.614668715425761,0.000117219947085881,"negative to positive",TRUE,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Bacillariales",NA,NA,"NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"39","Bacillariales","JaBu_W_1 Bacillariales","JaBu_W_1",-0.148385804892849,0.0356702864017368,0.000588345101620192,57.3085818105999,20,0.461832551342146,1999,2018,-3.82651287954319,0.934666325131049,0.000756492276300025,0.615663491810168,0.934666325131049,0.518911968700766,58.8045353420379,20,0.444357087062502,0.00263132413204049,"negative linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Bacillariales",NA,NA,"NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"40","Bacillariales","Bork_W_1 Bacillariales","Bork_W_1",0.0384205111786475,0.0716494961892254,0.60352332418583,34.1575419276457,12,-0.0692545328830909,2007,2018,0.45944249055751,0.880863011100137,0.614552329566655,0.5981999131082,0.880863011100137,0.514153668871197,35.5578641440221,12,-0.130148538911133,0.702965618947956,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Bacillariales",NA,NA,"NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"41","Bacteriastrum hyalinum","MARSDND Bacteriastrum hyalinum","MARSDND",0.0435106013373551,0.0390977199980526,0.282206140343994,50.770016309313,18,0.0138338905292581,2000,2018,0.990549947916115,0.918932599570189,0.298092992493411,-0.0976559521421013,0.918932599570189,0.916775506745614,52.7564691597093,18,-0.0511191263284809,0.568469374256533,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Bacteriastrum","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"42","Bacteriastrum hyalinum","HUIBGOT Bacteriastrum hyalinum","HUIBGOT",0.0713009001804053,0.0439456827830259,0.128690478736882,42.8073572234023,15,0.104426127781137,2000,2018,1.43832373058221,0.903167701525227,0.137249811549141,-0.654128877228265,0.903167701525227,0.482787932659196,44.1655919214236,15,0.0704291156239151,0.255867035304513,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Bacteriastrum","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"43","Biddulphia alternans","MARSDND Biddulphia alternans","MARSDND",0.110721663808036,0.0579458899708211,0.0741206116627309,65.4044324864124,18,0.134907073410809,2000,2018,2.5538090369046,1.32018388792188,0.0721509111932698,1.56130799120075,1.32018388792188,0.255357563585567,65.7997564664635,18,0.155937297323427,0.109680105294094,"positive linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"44","Biddulphia alternans","Nney_W_2 Biddulphia alternans","Nney_W_2",-0.0228234442201332,0.0285425551420801,0.434352236975708,48.3917061286766,20,-0.0193457912602448,1999,2018,-0.588561711323674,0.727116238721388,0.429442934112412,0.873969511157776,0.727116238721388,0.245853021381607,48.7604056970558,20,0.00523183337148114,0.371574751104754,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"45","Biddulphia alternans","ROTTMPT3 Biddulphia alternans","ROTTMPT3",-0.207092545518225,0.104797608830095,0.0668303915208173,79.5957440987466,17,0.153665124195423,2000,2018,-4.43425032365014,2.30416522389426,0.0748658979679813,1.09502610322863,2.30416522389426,0.64194677713528,81.3236852522154,17,0.107608867791156,0.176987703109299,"negative linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"46","Biddulphia alternans","JaBu_W_1 Biddulphia alternans","JaBu_W_1",-0.0809521090897136,0.0429668758668134,0.0778600121649423,55.6249974540143,18,0.130420395790377,1999,2018,-1.91909434602185,1.04593773935966,0.0864433001832707,0.436825202067642,1.04593773935966,0.682127247057872,57.4168974588144,18,0.0831101990359976,0.204030971111197,"negative linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"47","Biddulphia alternans","DANTZGT Biddulphia alternans","DANTZGT",-0.068172719364615,0.0694148173482295,0.339819076727295,77.0025807940266,19,-0.00197430689321187,2000,2018,-1.62760136685027,1.68062373152534,0.347231798110183,1.22414109256283,1.68062373152534,0.476904142050811,78.3827791246992,19,-0.0304296403648838,0.495366418649015,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"48","Biddulphia alternans","DOOVBWT Biddulphia alternans","DOOVBWT",0.265744071688311,0.213789030570947,0.245267247785679,53.8138555622241,11,0.0516921724193684,2007,2018,2.92208646623765,2.30620830968854,0.240775867328279,2.6809310978615,2.30620830968854,0.27854154031876,54.0969612221556,11,0.087324045060437,0.284201511643712,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
